Date,Value
2010-09-30,5.4626532887402
2010-10-31,4.7991800800919
2010-11-30,4.2265426880811
2010-12-31,6.8396272364191
2011-01-31,5.4054054054054
2011-02-28,4.0100250626566
2011-03-31,3.5149384885764
2011-04-30,5.2219321148825
2011-05-31,4.1701417848207
2011-06-30,5.6668377237998
2011-07-31,5.6141391669756
2011-08-31,4.7619047619048
2011-09-30,3.9490269652108
2011-10-31,5.342061352843
2011-11-30,5.2855153203343
2011-12-31,6.3649916646821
2012-01-31,5.5062656641604
2012-02-29,3.5398230088496
2012-03-31,4.8808848553602
2012-04-30,5.9196887384729
2012-05-31,4.582338902148
2012-06-30,3.7203166226913
2012-07-31,5.8417548606138
2012-08-31,4.8611111111111
2012-09-30,2.9733959311424
2012-10-31,4.6492985971944
2012-11-30,4.9604096858995
2012-12-31,4.8867798867799
2013-01-31,3.0926275845753
2013-02-28,3.5714285714286
2013-03-31,4.9019607843137
2013-04-30,4.08
2013-05-31,3.9628269648417
2013-06-30,5.0705671028997
2013-07-31,3.2738095238095
2013-08-31,4.1640245191291
2013-09-30,3.8493723849372
2013-10-31,7.7957117035747
2013-11-30,4.8585479723463
2013-12-31,4.0071810287241
2014-01-31,4.4943820224719
2014-02-28,2.8105677346824
2014-03-31,4.1398451172887
2014-04-30,4.0114613180516
2014-05-31,4.1949628876775
2014-06-30,2.1240702308941
2014-07-31,4.3994992646722
2014-08-31,5.1413881748072
2014-09-30,4.6079518477784
2014-10-31,3.2747119466343
2014-11-30,3.6962833914053
2014-12-31,2.0015042620759
2015-01-31,3.5739814152966
2015-02-28,4.1102196501381
2015-03-31,3.1897295815267
2015-04-30,2.7895181741335
2015-05-31,4.1341379854202
2015-06-30,2.5184038877916
2015-07-31,3.2773846453339
2015-08-31,2.6688181838334
2015-09-30,4.1418359798083
2015-10-31,2.4518613607189
2015-11-30,4.7060790871533
2015-12-31,5.546218487395
2016-01-31,4.1723139933604
2016-02-29,5.6232121823995
2016-03-31,4.0016006402561
2016-04-30,4.0080160320641
2016-05-31,2.8004781782194
2016-06-30,3.076171875
2016-07-31,3.0858796767039
2016-08-31,2.5229722064663
2016-09-30,4.1681674383888
2016-10-31,4.0433388981636
2016-11-30,4.3720930232558
2016-12-31,5.2373388399121
2017-01-31,3.1677305745102
2017-02-28,2.4782464185663
2017-03-31,3.0909090909091
2017-04-30,3.8532789922193
2017-05-31,3.0877631853242
2017-06-30,2.9416090601559
2017-07-31,4.3478260869565
2017-08-31,3.2575702467315
2017-09-30,3.4775412379493
2017-10-31,5.760246946472
2017-11-30,3.673162139785
2017-12-31,6.8010075566751
2018-01-31,4.5801526717557
2018-02-28,3.4564958283671
2018-03-31,2.9224346297517
2018-04-30,3.2180680456542
2018-05-31,1.9703549597127
2018-06-30,6.3820496542731
2018-07-31,5.0719891085167
2018-08-31,3.152520456154
2018-09-30,3.6730945821855
2018-10-31,3.0990309903099
2018-11-30,3.4876308999848
2018-12-31,1.7873456075108
2019-01-31,4.4795783926219
2019-02-28,3.2443898107873
2019-03-31,3.0349473072327
2019-04-30,4.0032025620496
