Date,Value
2010-09-30,10.37037037037
2010-10-31,13.970588235294
2010-11-30,10.791366906475
2010-12-31,9.6551724137931
2011-01-31,18.120805369127
2011-02-28,14.666666666667
2011-03-31,14.285714285714
2011-04-30,13.071895424837
2011-05-31,7.0921985815603
2011-06-30,13.548387096774
2011-07-31,17.886178861789
2011-08-31,9.3220338983051
2011-09-30,13.592233009709
2011-10-31,11.818181818182
2011-11-30,11.2
2011-12-31,9.6491228070175
2012-01-31,7.2727272727273
2012-02-29,6.6666666666667
2012-03-31,8.0357142857143
2012-04-30,12.244897959184
2012-05-31,6.6666666666667
2012-06-30,7.5
2012-07-31,3.125
2012-08-31,13.793103448276
2012-09-30,9.0909090909091
2012-10-31,11.392405063291
2012-11-30,6.1728395061728
2012-12-31,8.5714285714286
2013-01-31,6.3492063492063
2013-02-28,7.9365079365079
2013-03-31,7.1428571428571
2013-04-30,3.448275862069
2013-05-31,5.5555555555556
2013-06-30,9.5238095238095
2013-07-31,7.843137254902
2013-08-31,7.4074074074074
2013-09-30,3.8461538461538
2013-10-31,10.909090909091
2013-11-30,22.0
2013-12-31,8.3333333333333
2014-01-31,16.326530612245
2014-02-28,13.333333333333
2014-03-31,16.326530612245
2014-04-30,13.793103448276
2014-05-31,9.6153846153846
2014-06-30,20.967741935484
2014-07-31,12.345679012346
2014-08-31,10.0
2014-09-30,20.0
2014-10-31,10.958904109589
2014-11-30,6.8493150684931
2014-12-31,12.280701754386
2015-01-31,13.793103448276
2015-02-28,2.0833333333333
2015-03-31,7.5471698113208
2015-04-30,6.0240963855422
2015-05-31,6.0240963855422
2015-06-30,4.6511627906977
2015-07-31,5.9523809523809
2015-08-31,14.457831325301
2015-09-30,11.363636363636
2015-10-31,7.5
2015-11-30,12.857142857143
2015-12-31,9.7222222222222
2016-01-31,8.695652173913
2016-02-29,7.8125
2016-03-31,6.6666666666667
2016-04-30,2.6666666666667
2016-05-31,8.2191780821918
2016-06-30,5.7471264367816
2016-07-31,8.3333333333333
2016-08-31,5.2083333333333
2016-09-30,12.5
2016-10-31,7.6190476190476
2016-11-30,8.2474226804124
2016-12-31,5.7471264367816
2017-01-31,6.0975609756098
2017-02-28,6.1728395061728
2017-03-31,6.9444444444444
2017-04-30,4.2253521126761
2017-05-31,2.5641025641026
2017-06-30,9.7826086956522
2017-07-31,8.974358974359
2017-08-31,13.157894736842
2017-09-30,9.3333333333333
2017-10-31,4.9382716049383
2017-11-30,3.5294117647059
2017-12-31,12.121212121212
2018-01-31,8.5714285714286
2018-02-28,4.2857142857143
2018-03-31,2.5641025641026
2018-04-30,7.6923076923077
2018-05-31,6.1538461538461
2018-06-30,5.6338028169014
2018-07-31,14.0625
2018-08-31,4.8192771084337
2018-09-30,16.666666666667
2018-10-31,12.162162162162
2018-11-30,14.473684210526
2018-12-31,6.5573770491803
2019-01-31,13.698630136986
2019-02-28,10.294117647059
2019-03-31,6.7567567567568
2019-04-30,16.883116883117
