Date,Value
2010-01-31,208.24652777778
2010-02-28,210.78013587242
2010-03-31,213.89080856945
2010-04-30,215.61338289963
2010-05-31,215.30380209664
2010-06-30,214.30407563489
2010-07-31,210.81081081081
2010-08-31,206.37109726717
2010-09-30,206.62237724265
2010-10-31,206.08958228485
2010-11-30,205.53145336226
2010-12-31,202.45092112947
2011-01-31,200.05002501251
2011-02-28,198.91461649783
2011-03-31,202.79605263158
2011-04-30,205.46737213404
2011-05-31,208.33333333333
2011-06-30,206.83707816951
2011-07-31,203.16622691293
2011-08-31,200.40197645437
2011-09-30,199.53028323348
2011-10-31,197.69577976793
2011-11-30,192.23982322918
2011-12-31,188.88922587438
2012-01-31,191.49700598802
2012-02-29,194.14965986395
2012-03-31,199.29856728637
2012-04-30,203.0941330994
2012-05-31,204.09850564313
2012-06-30,202.29468599034
2012-07-31,199.68789013733
2012-08-31,196.99170124481
2012-09-30,198.16703621582
2012-10-31,198.56422261802
2012-11-30,197.58064516129
2012-12-31,195.02873125772
2013-01-31,194.44444444444
2013-02-28,199.42557180353
2013-03-31,206.13409415121
2013-04-30,210.57940675735
2013-05-31,213.24107142857
2013-06-30,214.79338450382
2013-07-31,212.67744343487
2013-08-31,209.00548159749
2013-09-30,211.49038461539
2013-10-31,211.8220338983
2013-11-30,210.58451816746
2013-12-31,206.69975186104
2014-01-31,207.50409934272
2014-02-28,215.87121212121
2014-03-31,220.30158146377
2014-04-30,224.07012134867
2014-05-31,225.01278772379
2014-06-30,224.609375
2014-07-31,222.15923009624
2014-08-31,219.09528574256
2014-09-30,218.42783505155
2014-10-31,219.1446931088
2014-11-30,218.45283923279
2014-12-31,214.98426356587
2015-01-31,215.18585520117
2015-02-28,215.78463203463
2015-03-31,221.45061728395
2015-04-30,227.61576297719
2015-05-31,231.36574074074
2015-06-30,231.48148148148
2015-07-31,227.54172989378
2015-08-31,223.95768512757
2015-09-30,227.41297468354
2015-10-31,228.3950617284
2015-11-30,227.21518065268
2015-12-31,224.61435278337
2016-01-31,223.60069244085
2016-02-29,228.74936451449
2016-03-31,236.81448814344
2016-04-30,241.36740331492
2016-05-31,242.97313904494
2016-06-30,244.23022458511
2016-07-31,241.99826989619
2016-08-31,239.47916666667
2016-09-30,244.43993751698
2016-10-31,245.48192771084
2016-11-30,245.47823025337
2016-12-31,244.9739689323
2017-01-31,245.01633986928
2017-02-28,249.92857142857
2017-03-31,257.29166666667
2017-04-30,262.40628347019
2017-05-31,265.06976744186
2017-06-30,266.84923315442
2017-07-31,262.78807349193
2017-08-31,259.57446808511
2017-09-30,263.71928518243
2017-10-31,265.47832817338
2017-11-30,264.00138985406
2017-12-31,260.18482318519
2018-01-31,260.66350710901
2018-02-28,266.14906832298
2018-03-31,274.724538854
2018-04-30,279.88103568929
2018-05-31,283.0361225423
2018-06-30,282.14882943144
2018-07-31,277.80867630701
2018-08-31,274.31764567929
2018-09-30,278.61764801219
2018-10-31,281.05165761083
2018-11-30,281.95334529608
2018-12-31,279.62932337932
2019-01-31,280.90476190476
2019-02-28,285.85780525502
2019-03-31,293.05680793508
2019-04-30,300.08453085376
