,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
640,2014-06-18,675895.8597740525,603053.6465263576,807674.4459401765,675751.4058525944,676037.9136555486
641,2014-06-19,675982.3447473635,606649.3528198521,808157.3517086199,675837.5311206242,676124.7826654335
642,2014-06-20,676068.8297206742,600254.6838225535,806790.4725988036,675923.6563886539,676211.6516753184
643,2014-06-21,676155.3146939852,600169.2103595427,806061.8721725048,676009.7992724031,676298.5202716743
644,2014-06-22,676241.799667296,594101.7750938983,794285.0168128752,676095.9556342979,676385.3762625224
645,2014-06-23,676328.284640607,590725.495796397,794853.2317699582,676182.1119961928,676472.2322533708
646,2014-06-24,676414.7696139179,598258.4526035193,797906.5931404916,676268.2683580877,676559.0882442191
647,2014-06-25,676501.2545872288,587459.5519958073,786584.6769017453,676354.4367587375,676645.9442350673
648,2014-06-26,676587.7395605396,591245.7529399171,781409.9883392403,676440.4936334444,676732.8002259156
649,2014-06-27,676674.2245338506,579793.6941325896,787479.3690237137,676526.615363112,676819.5955717361
650,2014-06-28,676760.7095071613,577703.284200125,788262.411387003,676612.7556762892,676906.3132704332
651,2014-06-29,676847.1944804722,568666.0166141534,779527.520559946,676698.4044479756,676993.1878988917
652,2014-06-30,676933.6794537831,565419.4528481836,777832.4881844632,676784.2354376762,677080.072492416
653,2014-07-01,677020.164427094,566549.7518670486,772956.3556002838,676870.0024619404,677166.9570859408
654,2014-07-02,677106.6494004049,569567.9034394776,773511.8951568203,676956.1350077441,677253.8416794654
655,2014-07-03,677193.1343737158,570664.9863970509,772034.144011498,677042.2721098524,677340.7262729898
656,2014-07-04,677279.6193470267,581647.1098239799,779287.278817899,677128.4710742375,677427.6108665144
657,2014-07-05,677366.1043203376,567721.9701753759,774223.7647972128,677214.6700386229,677514.495460039
658,2014-07-06,677452.5892936485,570533.9783070046,765685.2878109919,677300.8690030081,677601.3800535635
659,2014-07-07,677539.0742669593,577789.1190482138,781581.2209108259,677387.0679673933,677688.264647088
660,2014-07-08,677625.5592402704,584932.164171349,783863.7659736406,677473.3662701369,677775.1492406126
661,2014-07-09,677712.0442135811,585339.1971943137,797902.6191315514,677559.7251942076,677862.13214851
662,2014-07-10,677798.5291868921,596051.4061332009,798576.4544108908,677645.9485590137,677949.0318730177
663,2014-07-11,677885.0141602029,602966.39376306,798607.361057659,677731.8573369008,678035.9008829027
664,2014-07-12,677971.4991335138,607813.3487538082,817090.7916174288,677817.9535938784,678122.7698927877
665,2014-07-13,678057.9841068246,617410.6457063694,815164.5593641488,677904.260629135,678209.6389026726
666,2014-07-14,678144.4690801356,625353.033398,825008.5763505355,677990.7020508213,678296.4951119375
667,2014-07-15,678230.9540534464,624059.9220336588,826676.4129340434,678076.9084437125,678383.4171827681
668,2014-07-16,678317.4390267575,627401.2070552906,838328.6612580578,678163.082269548,678470.326955069
669,2014-07-17,678403.9240000682,639385.5878349934,839006.4872464322,678249.2560953835,678557.1922402084
670,2014-07-18,678490.4089733792,646093.997489264,845608.4177753829,678335.429921219,678644.0575253483
671,2014-07-19,678576.8939466901,642816.312380618,846023.1675289777,678421.6037470546,678730.9266803993
672,2014-07-20,678663.378920001,650605.291661353,854836.7503782958,678507.7537033715,678817.8032816962
673,2014-07-21,678749.8638933117,656702.7916071666,853390.1550829136,678593.5752270625,678904.6798829932
674,2014-07-22,678836.3488666228,650805.9154725557,855272.1764815357,678679.7092447919,678991.7389341036
675,2014-07-23,678922.8338399335,648354.3071302257,856751.7383662128,678765.6963710389,679078.5869863661
676,2014-07-24,679009.3188132446,644666.7545599483,854521.9206767513,678851.0879445032,679165.3766835887
677,2014-07-25,679095.8037865553,641964.7020822536,835594.5817314247,678936.4795179673,679252.2388111869
678,2014-07-26,679182.2887598663,629812.5649895933,839869.6810367256,679022.1363256781,679339.1030369943
679,2014-07-27,679268.7737331772,626805.5944209136,837484.5655879013,679108.0442531016,679425.9672628017
680,2014-07-28,679355.2587064881,617969.4309174066,811422.6032497953,679194.3601771926,679512.7471419235
681,2014-07-29,679441.7436797988,611902.3169942433,810740.9030807493,679280.7005366038,679599.6216766416
682,2014-07-30,679528.2286531099,594299.4919495467,797478.8285624413,679367.0878894612,679686.497701487
683,2014-07-31,679614.7136264206,581369.6760589562,783759.429161317,679453.4752423184,679773.5603662321
684,2014-08-01,679701.1985997315,571979.0802227624,773331.3935820695,679539.8625951756,679860.454509048
685,2014-08-02,679787.6835730425,561787.0832877957,768610.9707425431,679626.249948033,679947.3354979279
686,2014-08-03,679874.1685463534,547170.129180626,759466.0940963473,679712.6373008903,680034.2164868077
687,2014-08-04,679960.6535196643,536246.9540536224,741435.0787423861,679799.0246537477,680121.0974756874
688,2014-08-05,680047.1384929752,524660.7481225528,733801.817320309,679885.412006605,680207.9784645672
689,2014-08-06,680133.623466286,515134.3371689089,715931.6396464359,679971.799359462,680294.859453447
690,2014-08-07,680220.108439597,510438.0673767884,707529.1462554986,680058.0853550474,680381.7590059841
691,2014-08-08,680306.5934129077,502787.80808566324,701395.9379328726,680144.0181671241,680468.6973711377
692,2014-08-09,680393.0783862186,501506.4437810028,697640.3153931169,680230.3860932214,680555.6357362914
693,2014-08-10,680479.5633595297,486671.4418256977,687088.5000103175,680316.6741403544,680642.5205197023
694,2014-08-11,680566.0483328404,486412.3302407105,696286.8141214167,680402.768213209,680729.3689877592
