,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper
2138,2014-06-18,676111.0096480456,3249341.493081333,3332659.356654296,676110.9973114441,676111.0221927457
2139,2014-06-19,676206.6175510415,3243682.3651605006,3326272.297024483,676206.6052070216,676206.6301039092
2140,2014-06-20,676302.2254540374,3202485.2431034944,3282699.8786774683,676302.2131025995,676302.2380150727
2141,2014-06-21,676397.8333570333,3123218.1411438356,3204512.2673675516,676397.8209984559,676397.8459262361
2142,2014-06-22,676493.4412600291,3005140.4197220127,3087213.7102579037,676493.4288956748,676493.4538373994
2143,2014-06-23,676589.0491630251,2854464.003280903,2938021.5566928913,676589.0367928938,676589.0617485628
2144,2014-06-24,676684.6570660211,2663587.8344253832,2745928.919826721,676684.6446901127,676684.6696597263
2145,2014-06-25,676780.264969017,2441828.03655267,2517814.579677216,676780.2525873317,676780.2775708898
2146,2014-06-26,676875.8728720128,2180411.4773760727,2260024.673934417,676875.8604845507,676875.885482053
2147,2014-06-27,676971.4807750087,1887450.3455126677,1970375.7340664938,676971.4683817697,676971.4933932165
2148,2014-06-28,677067.0886780047,1572857.4569014157,1651960.8725483248,677067.0762789887,677067.10130438
2149,2014-06-29,677162.6965810006,1226025.576575896,1309374.7947952978,677162.6841767681,677162.7092155435
2150,2014-06-30,677258.3044839964,865742.120752527,946553.8397501518,677258.2920745818,677258.3171267068
2151,2014-07-01,677353.9123869924,486597.59166996786,566365.0533475769,677353.8999723959,677353.9250378703
2152,2014-07-02,677449.5202899883,96083.8619440569,176307.80012321984,677449.5078702098,677449.5329490337
2153,2014-07-03,677545.128192984,-299447.3971479962,-216014.8200944799,677545.1157680238,677545.1408625894
2154,2014-07-04,677640.7360959799,-696239.0376435082,-612455.7167928292,677640.7236658377,677640.7487766758
2155,2014-07-05,677736.3439989759,-1087397.1768768814,-1005851.1087583739,677736.3315636516,677736.3566907621
2156,2014-07-06,677831.951901972,-1463053.355360061,-1387577.7652764812,677831.9394614656,677831.9646048483
2157,2014-07-07,677927.5598049677,-1822532.7026267452,-1745905.8981807174,677927.5473592794,677927.5725189347
2158,2014-07-08,678023.1677079636,-2167965.90554026,-2088164.1561000035,678023.1552570933,678023.180425945
2159,2014-07-09,678118.7756109595,-2484055.359273991,-2403908.3954148325,678118.7631549072,678118.7883327564
