,Date Occurred,Crime Code,MO Codes,Address,Cross Street,Location,lat_lng,Zipcode
1409546,02/03/2012,121,0527 0400,8900    BARING CROSS                 AV,,"(33.9565, -118.2893)","[33.9565, -118.2893]",90044
1410040,01/03/2012,121,0444 0500 0527 1262 1822,157TH                        ST,VERMONT                      AV,"(33.8889, -118.2916)","[33.8889, -118.2916]",90247
1411155,03/29/2012,121,0326 0527 1251 0418 1259 1309 1822,111TH,BROADWAY,"(33.9339, -118.2781)","[33.9339, -118.2781]",90061
1411402,03/21/2012,121,0500 2000 0527 1243 1241 0501,9600 S  HOOVER                       ST,,"(33.9492, -118.2869)","[33.9492, -118.2869]",90044
1411465,04/21/2012,121,0344 0334 0400 0507 0906 1300 0908 0421 0432 1822,96TH                         ST,FLOWER                       ST,"(33.9469, -118.2772)","[33.9469, -118.2772]",90044
1411661,05/01/2012,121,2000 0429 0537 1415 0527 0516,8800    ORCHARD                      AV,,"(33.958, -118.2881)","[33.958, -118.2881]",90044
1411969,05/12/2012,121,0532 1258 0526 0522 0527 0400 1259 1822,118TH,AVALON,"(33.9265, -118.2652)","[33.9265, -118.2652]",90061
1412388,04/29/2012,121,1814 0527 0500 0419 0421 2000 0409 0532 0913 0400,14000 S  VERMONT                      AV,,"(33.9048, -118.2916)","[33.9048, -118.2916]",90247
1412446,05/31/2012,121,0527 1402,800    ATHENS                       BL,,"(33.9228, -118.289)","[33.9228, -118.289]",90061
1412498,06/02/2012,121,0527 0345 1822 0516 1215 0400 0536,10300 S  FIGUEROA                     ST,,"(33.9428, -118.2826)","[33.9428, -118.2826]",90044
1412612,06/06/2012,121,0302 0527 0519 0507 1402,2100 E  114TH                        ST,,"(33.9315, -118.2349)","[33.9315, -118.2349]",90059
1412869,06/15/2012,121,0527 0416 0532 2002 0400,8900    MENLO                        AV,,"(33.9565, -118.2904)","[33.9565, -118.2904]",90044
1413315,07/01/2012,121,0527 0507 1402 0908 1022 1215 0400 1300 0344 1822,102ND                        ST,FIGUEROA                     ST,"(33.9437, -118.2826)","[33.9437, -118.2826]",90044
1413404,07/04/2012,121,0527 0906 0416 1415 0440 1026 0536 0400 1822 0508,10900 S  BROADWAY,,"(33.9374, -118.2781)","[33.9374, -118.2781]",90044
1413522,06/15/2012,121,0527 0334 0400 0419 0906 1302 0528 1022 1822 1259,VERMONT                      AV,105TH                        ST,"(33.9407, -118.2916)","[33.9407, -118.2916]",90044
1414344,08/01/2012,121,0500 1415,9400 S  CENTRAL                      AV,,"(33.9514, -118.255)","[33.9514, -118.255]",90002
1414594,08/15/2012,121,0334 0527 0419 1300 0400 1215,111TH                        PL,HOOVER                       ST,"(33.9339, -118.2869)","[33.9339, -118.2869]",90044
1414813,07/16/2012,121,0334 0510 0527 0516 0542 0355 0344,MANCHESTER,SAN PEDRO,"(33.9601, -118.2695)","[33.9601, -118.2695]",90003
1416101,10/04/2012,121,1402 0305 0527 0400,CENTURY,GRAHAM,"(33.9457, -118.2435)","[33.9457, -118.2435]",90002
1416134,10/07/2012,121,0527 1817 1206 0532,800 W  97TH                         ST,,"(33.9478, -118.2893)","[33.9478, -118.2893]",90044
1416214,10/11/2012,121,0444 0527 1300 0532 1415 1817,100 W  108TH                        ST,,"(33.9383, -118.2739)","[33.9383, -118.2739]",90044
1416485,10/21/2012,121,0344 0507 0334 0527 0432 1305 0537 1822,95TH,BROADWAY,"(33.9501, -118.2784)","[33.9501, -118.2784]",90044
1417242,11/18/2012,121,0334 1313 0527 1415,111TH                        ST,MAIN                         ST,"(33.9348, -118.2739)","[33.9348, -118.2739]",90061
1417957,11/12/2012,121,0305 0527 1259 0400,10500 S  HOOVER                       ST,,"(33.9407, -118.2869)","[33.9407, -118.2869]",90044
1418088,12/03/2012,121,0527 1259,16800    MERIT                        AV,,"(33.8788, -118.2883)","[33.8788, -118.2883]",90248
1418391,02/25/2012,121,0344 1822 0341 0359 0518 0449 0527 1019 1026 1415,11500    LAUREL CANYON                BL,,"(34.2787, -118.4534)","[34.2787, -118.4534]",91345
1418420,03/17/2012,121,1402 1206 1817 0527 1262 1415,9600    SYLMAR                       AV,,"(34.244, -118.4475)","[34.244, -118.4475]",91402
1418440,04/01/2012,121,1415 1238 1402,8300    SEPULVEDA                    BL,,"(34.2214, -118.4677)","[34.2214, -118.4677]",91343
1418444,04/05/2012,121,1206 0429 1817 1820 2002 1415 0542 0527,8600    COLUMBUS                     AV,,"(34.2265, -118.4654)","[34.2265, -118.4654]",91343
1418484,05/03/2012,121,0421 1821 1415 2000 2004 1817 1206 1218 0519 1268,13000    SAN FERNANDO                 RD,,"(34.3064, -118.4685)","[34.3064, -118.4685]",91340
1418663,09/16/2012,121,2000 0421 0515 1814 1817 0409 0516 1402 0527 0358,11300    ACALA                        AV,,"(34.2758, -118.4479)","[34.2758, -118.4479]",91345
1418767,12/09/2012,121,1415 1402,14400    HERRON                       ST,,"(34.2971, -118.4467)","[34.2971, -118.4467]",91340
1419554,02/02/2012,121,1817 2002 0913 0536 0532 1206 1402 0906,8900    LANGDON                      AV,,"(34.2319, -118.4698)","[34.2319, -118.4698]",91343
1419797,01/31/2012,121,0537 0429 0443 0527 0906 1259 1268 1817,WILLIS,RAYEN,"(34.2318, -118.4553)","[34.2318, -118.4553]",91402
1419967,02/17/2012,121,0537 0536 0527 1268 1206 1817 1259 1402,COLUMBUS,RAYEN,"(34.2319, -118.4654)","[34.2319, -118.4654]",91343
1420325,02/05/2012,121,2002 1817 0329 0319 0448 0421 0537 0527 1820,8400    CEDROS                       AV,,"(34.2231, -118.4535)","[34.2231, -118.4535]",91402
1420481,03/11/2012,121,1817 1402 0942 0448 0510 0537 0527 0526,8900    ORION                        AV,,"(34.2319, -118.472)","[34.2319, -118.472]",91343
1420977,03/28/2012,121,1206 1402 0413 0519 0541 0527 1018 1823 1817 0416,14300    SAYRE                        ST,,"(34.2988, -118.4463)","[34.2988, -118.4463]",91340
1421229,04/07/2012,121,0537 1259 1817 2000 1415 0520 0526 1402,14100    SAYRE                        ST,,"(34.304, -118.4406)","[34.304, -118.4406]",91340
1421590,01/07/2012,121,0443 0527 1259 2002 1817 0537 0409 0507 0449,BLYTHE,BRIMFIELD,"(34.2154, -118.4574)","[34.2154, -118.4574]",91405
1421788,04/29/2012,121,1814 1817 2002 0510 0537 0527 0515 0516 1402 2000,13100    AZTEC                        ST,,"(34.3201, -118.4181)","[34.3201, -118.4181]",91342
1421862,05/01/2012,121,0510 0527 1816 1817 1814 2000 0444 0448,SEPULVEDA,DEVONSHIRE,"(34.2573, -118.4674)","[34.2573, -118.4674]",91345
1421901,04/23/2012,121,0527 1817 0537 0448 0444,8400    WILLIS                       AV,,"(34.2231, -118.4553)","[34.2231, -118.4553]",91402
1422558,05/21/2012,121,0527 1814 2000 0516 0509 0532 1817,10200    LEV                          AV,,"(34.2557, -118.439)","[34.2557, -118.439]",91331
1423281,03/01/2012,121,,SEPULVEDA,CHASE,"(34.2247, -118.4677)","[34.2247, -118.4677]",91343
1423294,06/26/2012,121,0419 0506 1817 0510 2001 1415 1402 2002 0507 0449,14700    MACLAY                       ST,,"(34.2745, -118.453)","[34.2745, -118.453]",91345
1423542,07/06/2012,121,0527 1206 1415 1817 1018,13900    OSBORNE                      ST,,"(34.2348, -118.4362)","[34.2348, -118.4362]",91402
1424259,07/28/2012,121,0448 0527 1817 2002 0443 0342 0356 0516 0528 0526,8700    KESTER                       AV,,"(34.2282, -118.4575)","[34.2282, -118.4575]",91402
1424356,08/04/2012,121,1415 1206 1222 1402,12700    GLADSTONE                    AV,,"(34.3009, -118.4172)","[34.3009, -118.4172]",91342
1424509,08/10/2012,121,0416 1822 0527 1313 0424 0516 1305 0508,GLENOAKS,HUBBARD,"(34.2995, -118.4392)","[34.2995, -118.4392]",91340
1424647,08/01/2012,121,0537 0448 1817 2001 0527 0906,PARTHENIA                    ST,LANGDON                      AV,"(34.2283, -118.4699)","[34.2283, -118.4699]",91343
1424691,08/03/2012,121,0527 2001 2002 1817 1206 1018 1238 1262,13600    GAVINA                       AV,,"(34.3185, -118.4008)","[34.3185, -118.4008]",91342
1424849,08/21/2012,121,1414 1415 0537 0429 0515 0527 0305 1822,VAN NUYS,ROSCOE,"(34.2216, -118.4488)","[34.2216, -118.4488]",91402
1424931,07/14/2012,121,1206 0913,8800    TOBIAS                       AV,,"(34.2299, -118.4516)","[34.2299, -118.4516]",91402
1425178,09/03/2012,121,1822 1414 0500 0413 0532 1262 1415 0537 1501,ROSCOE                       BL,VAN NUYS                     BL,"(34.2216, -118.4488)","[34.2216, -118.4488]",91402
1425326,09/10/2012,121,1814 1206 1817 0527 0416 2000,13100    OBERLIN                      ST,,"(34.3059, -118.4185)","[34.3059, -118.4185]",91342
1426147,10/04/2012,121,1206 0536 0527 0432 0532 1822,VILLAGE                      WY,RALSTON                      AV,"(34.2976, -118.4505)","[34.2976, -118.4505]",91340
1426310,10/13/2012,121,0527 2001 2002 1206 1817 1268,SAN DIEGO                    FY,NORDHOFF,"(34.2356, -118.473)","[34.2356, -118.473]",91343
1426416,10/14/2012,121,0516 0527 0500 1813 0444 0424 1817 2000,11300    TAMARACK                     AV,,"(34.2752, -118.4363)","[34.2752, -118.4363]",91340
1427322,11/22/2012,121,1415 0527 1822 1206 0400 0532 1262 1402,14000    FOOTHILL                     BL,,"(34.3138, -118.4385)","[34.3138, -118.4385]",91340
1427522,01/01/2012,121,0429 1814 1817 1259 0527 2000 0424,15400    RAYEN                        ST,,"(34.2319, -118.4676)","[34.2319, -118.4676]",91343
1428229,06/01/2012,121,1313 0342 0302 0416 0527 1822 1259 0438 0532 0526,WILLIS                       AV,CANTARA                      ST,"(34.2193, -118.4553)","[34.2193, -118.4553]",91402
1428360,07/15/2012,121,0305 0432 0448 0527 0536 0537 0913 0516 1415 0532,5000    CLINTON                      ST,,"(34.0817, -118.3112)","[34.0817, -118.3112]",90004
1428529,01/06/2012,121,1251 0444 1259 0516 0537 0527 1206 1415,3900    WILSHIRE                     BL,,"(34.0617, -118.3115)","[34.0617, -118.3115]",90005
1429016,01/29/2012,121,1309 1310 0534 0527 1206 1220 1262 1415,HOOVER                       ST,COUNCIL,"(34.075, -118.2838)","[34.075, -118.2838]",90057
1429801,03/08/2012,121,0913 2002 1206 0334 0302 0510 0515 0537 0527 1820,1700 S  VERMONT                      AV,,"(34.0427, -118.2916)","[34.0427, -118.2916]",90006
1430179,03/17/2012,121,0408 0913 1206 2002 0305 0512 0515 0527 0526 1802,600 S  SAINT ANDREWS                PL,,"(34.0635, -118.3116)","[34.0635, -118.3116]",90005
1430549,04/11/2012,121,0527 1218,WASHINGTON,WESTERN,"(34.04, -118.309)","[34.04, -118.309]",90018
1431278,05/15/2012,121,0448 0527 0537 0409 0519 0515 0516 0369 0342 0408,NORMANDIE,8TH,"(34.0577, -118.2998)","[34.0577, -118.2998]",90010
1431487,05/23/2012,121,1821 0602 1415 0522 0503 0340 0536 0537 2000 0913,700 S  WESTMORELAND                 AV,,"(34.0598, -118.2891)","[34.0598, -118.2891]",90057
1431801,06/08/2012,121,0532 0527 0537 1402 1415 0510 2002 0306 0503 0522,3200 W  8TH                          ST,,"(34.0577, -118.2976)","[34.0577, -118.2976]",90010
1431938,06/02/2012,121,0537 0527 1310 0536 0526 1309 0448 0510 0503 0522,3100 W  4TH                          ST,,"(34.0667, -118.2871)","[34.0667, -118.2871]",90057
1431940,01/01/2012,121,0913 0527 1251 1259 0432 1815 1824 0510 0536,CATALINA                     ST,7TH                          ST,"(34.0598, -118.2954)","[34.0598, -118.2954]",90010
1432073,05/26/2012,121,0527 1309 0342 0522 0503 0537 0446 0416 0542 1305,HOBART,SAN MARINO,"(34.0545, -118.3053)","[34.0545, -118.3053]",90005
1432430,07/06/2012,121,0503 0510 0522 0527 0537 0913 1251 1820 0532,3RD                          ST,HOBART                       BL,"(34.069, -118.3055)","[34.069, -118.3055]",90020
1432555,07/12/2012,121,1243 1206 1813 2002 0416 0536 0537 0527 2000 0913,1800 S  OXFORD                       AV,,"(34.0412, -118.3076)","[34.0412, -118.3076]",90018
1433132,06/17/2012,121,2000 0913 1813 1821 0602 0537 0527 0513 0532 0372,500 S  HOBART                       BL,,"(34.0654, -118.3054)","[34.0654, -118.3054]",90020
1433821,09/02/2012,121,0527 1415 1409,500 S  SAINT ANDREWS                PL,,"(34.0654, -118.3116)","[34.0654, -118.3116]",90020
1433822,09/02/2012,121,0527 1409 0342 1415,500 S  SAINT ANDREWS                PL,,"(34.0654, -118.3116)","[34.0654, -118.3116]",90020
1434514,10/02/2012,121,1913 0536 0537 0940 1251 0510 0527 0532 1415,500 S  MARIPOSA                     AV,,"(34.0654, -118.2992)","[34.0654, -118.2992]",90010
1434554,10/03/2012,121,0527 0305 0400 0532 1268 0432 0537 1415,SAN MARINO                   AV,WESTMORELAND                 AV,"(34.055, -118.2891)","[34.055, -118.2891]",90006
1434645,10/07/2012,121,0515 0527 0558 1251 1259 1409 1415,100 S  MANHATTAN                    PL,,"(34.0731, -118.3102)","[34.0731, -118.3102]",90020
1434674,09/01/2012,121,1312 1305 0444 0527 0443 0432 0520 0340 0448 2000,500 S  BERENDO                      ST,,"(34.0654, -118.2941)","[34.0654, -118.2941]",90010
1434988,10/21/2012,121,0537 0444 0536 0527 1415 1305,8TH                          ST,VERMONT                      AV,"(34.0578, -118.2916)","[34.0578, -118.2916]",90010
1435090,10/28/2012,121,0400 0527 0536 1415 1409 1206 0532 1262 0342,OLYMPIC,MANHATTAN,"(34.0527, -118.3101)","[34.0527, -118.3101]",90005
1435111,10/24/2012,121,0913 0527 0304 1815 0537 0536 0532 0526 1402 1820,7TH                          ST,KINGSLEY                     DR,"(34.0597, -118.3031)","[34.0597, -118.3031]",90010
1435235,11/03/2012,121,0509 1415 0522 0520 1804 1402 0913 0432 0400,900 S  WESTMORELAND                 AV,,"(34.0537, -118.2891)","[34.0537, -118.2891]",90006
1435601,10/06/2012,121,0527 1309 0536 0381 0532 1820 0913 0537 0304 0510,OLYMPIC                      BL,ELDEN                        AV,"(34.0524, -118.2877)","[34.0524, -118.2877]",90006
1436631,09/22/2012,121,1802 0527 1415,FALLBROOK                    AV,LEONORA                      ST,"(34.1679, -118.6233)","[34.1679, -118.6233]",91367
1437088,01/19/2012,121,1501,7900    FALLBROOK                    AV,,"(34.2137, -118.6234)","[34.2137, -118.6234]",91304
1437331,02/01/2012,121,1402 0527 1820,20300    SHERMAN                      WY,,"(34.201, -118.5754)","[34.201, -118.5754]",91306
1437945,02/29/2012,121,1409 0500 0527 1415,8500    CANOGA                       AV,,"(34.2204, -118.5976)","[34.2204, -118.5976]",91306
1438032,01/25/2012,121,0913 1814 2000 1813 1243 0448 0432 0537 0536 0527,20100    ARCHWOOD                     ST,,"(34.192, -118.571)","[34.192, -118.571]",91306
1438096,03/06/2012,121,1813 0500 0536,6600    NEVADA                       AV,,"(34.1907, -118.6096)","[34.1907, -118.6096]",91303
1439396,05/01/2012,121,0527 0519 0507 1259,MASON                        AV,VICTORY                      BL,"(34.1887, -118.5797)","[34.1887, -118.5797]",91303
1440661,06/18/2012,121,0906,6900    MILWOOD                      AV,,"(34.1956, -118.5943)","[34.1956, -118.5943]",91303
1440707,06/13/2012,121,0527,6100    TOPANGA CANYON               BL,,"(34.1811, -118.6059)","[34.1811, -118.6059]",91367
1440741,06/29/2012,121,0527 1817 1402,23100    AVENUE SAN LUIS,,"(34.1618, -118.6302)","[34.1618, -118.6302]",91367
1441125,07/15/2012,121,0500,8300    TOPANGA CANYON               BL,,"(34.2197, -118.606)","[34.2197, -118.606]",91303
1441535,01/01/2012,121,0522 0527 0537 1810,20000    ROSCOE                       BL,,"(34.2203, -118.5689)","[34.2203, -118.5689]",91306
1441783,08/12/2012,121,0500 1402,21300    ERWIN                        ST,,"(34.1829, -118.5959)","[34.1829, -118.5959]",91303
1441943,08/19/2012,121,1817 0518 0519 1402,6900    DE SOTO                      AV,,"(34.1956, -118.5885)","[34.1956, -118.5885]",91303
1442198,07/19/2012,121,1501,21500    SCHOENBORN                   ST,,"(34.221, -118.5989)","[34.221, -118.5989]",91306
1442338,09/06/2012,121,0342 0527,8900    TOPANGA CANYON               BL,,"(34.2315, -118.6029)","[34.2315, -118.6029]",91304
1442418,09/10/2012,121,1409 0527 1416 1402 1415,21000    ROSCOE                       BL,,"(34.2199, -118.5907)","[34.2199, -118.5907]",91306
1442475,09/14/2012,121,2002 1206 0532 0527 0507 1409 1402,20200    VENTURA                      BL,,"(34.1702, -118.5729)","[34.1702, -118.5729]",91356
1442547,09/16/2012,121,1409 0342 0327 0527 1402 1822,SHERMAN                      WY,VARIEL                       AV,"(34.2011, -118.5928)","[34.2011, -118.5928]",91303
1442652,09/16/2012,121,1415 0500 1409,TOPANGA CANYON               BL,SHERMAN                      WY,"(34.201, -118.6059)","[34.201, -118.6059]",91303
1442967,07/20/2012,121,0527 1206 1802,7100    DE SOTO                      AV,,"(34.1992, -118.5885)","[34.1992, -118.5885]",91303
1443174,10/12/2012,121,1415 1402 1409 0527 0516,22000    SHERMAN                      WY,,"(34.201, -118.6059)","[34.201, -118.6059]",91303
1443304,10/19/2012,121,0500 1501 1259,21500    SCHOENBORN                   ST,,"(34.221, -118.5989)","[34.221, -118.5989]",91306
1444771,12/19/2012,121,1415 1409 2000 1243 0400 0527 0537 1402,4500    WINNETKA                     AV,,"(34.1533, -118.571)","[34.1533, -118.571]",91356
1445076,04/01/2012,121,0527,700    NEW DEPOT                    ST,,"(34.065, -118.2418)","[34.065, -118.2418]",90012
1445092,12/05/2012,121,0527 0400 0522 1817,800 W  OLYMPIC                      BL,,"(34.045, -118.264)","[34.045, -118.264]",90017
1445153,01/01/2012,121,0913 0519 1817 1262 1206,800 S  FLOWER                       ST,,"(34.0473, -118.2601)","[34.0473, -118.2601]",90017
1445170,11/20/2012,121,0500,800 N  VERMONT                      AV,,"(34.0858, -118.2917)","[34.0858, -118.2917]",90029
1445260,12/02/2012,121,0527 0305 0536 0537 0520 0429 1251,ALVARADO                     ST,OLYMPIC                      BL,"(34.0517, -118.2798)","[34.0517, -118.2798]",90057
1445391,12/23/2012,121,0500,100 S  BONNIE BRAE                  ST,,"(34.0656, -118.2678)","[34.0656, -118.2678]",90057
1445531,07/21/2012,121,0400 0500 2000 1402,1000    LEIGHTON                     AV,,"(34.0132, -118.2915)","[34.0132, -118.2915]",90037
1445614,10/01/2012,121,1262,30TH,ORCHARD,"(34.0269, -118.2882)","[34.0269, -118.2882]",90007
1445739,07/01/2012,121,0408 0421 0416 2000 0527 1813 0507 0508 1243 1402,200 N  AVENUE 25,,"(34.0781, -118.2181)","[34.0781, -118.2181]",90031
1445827,12/22/2012,121,1251 0361 0527 1259,3800    MONTEREY                     RD,,"(34.0907, -118.188)","[34.0907, -118.188]",90032
1445847,06/01/2012,121,0533 1251 1259 0913,2200 E  CESAR E CHAVEZ               AV,,"(34.0477, -118.2098)","[34.0477, -118.2098]",90033
1445852,06/01/2012,121,0444 0527 0536 0537 1814 1251 1258 2000 0504 0532,OLYMPIC                      BL,LORENA                       ST,"(34.0188, -118.2052)","[34.0188, -118.2052]",90023
1445858,12/09/2012,121,0527 0500 0432,1200 N  STATE                        ST,,"(34.0594, -118.2094)","[34.0594, -118.2094]",90033
1446047,04/20/2012,121,0503 0305 1305 0536 0537 1259 0527,1300    EUBANK                       AV,,"(33.7892, -118.256)","[33.7892, -118.256]",90744
1446125,11/21/2012,121,1259 0913,500 W  L                            ST,,"(33.7868, -118.2676)","[33.7868, -118.2676]",90744
1446179,05/16/2012,121,1405,1300 N  WILCOX                       AV,,"(34.0944, -118.331)","[34.0944, -118.331]",90038
1446286,12/15/2012,121,0500 0527,GOWER,SANTA MONICA                 BL,"(34.0908, -118.3223)","[34.0908, -118.3223]",90038
1446292,12/01/2012,121,0527 1813 0334,5400    CARLTON                      WY,,"(34.1005, -118.3071)","[34.1005, -118.3071]",90029
1446302,04/04/2012,121,,1200 N  LAS PALMAS                   AV,,"(34.0926, -118.3363)","[34.0926, -118.3363]",90038
1446366,06/23/2012,121,0527 1813 2000 0519,1100 N  NORMANDIE                    AV,,"(34.0908, -118.3005)","[34.0908, -118.3005]",90029
